season,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,week,week_total_score,week_judge_percentage,participation_weeks
31,Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,Eliminated Week 9,5,1,27.0,7.07,10
31,Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,3rd Place,3,1,29.0,7.59,10
31,Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,1,20.0,5.24,10
31,Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,Eliminated Week 6,10,1,20.0,5.24,10
31,Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,Eliminated Week 7,9,1,26.0,6.81,10
31,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,Eliminated Week 8,8,1,24.0,6.28,10
31,Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,1st Place,1,1,32.0,8.38,10
31,Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,Eliminated Week 2,15,1,20.0,5.24,10
31,Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,Eliminated Week 8,7,1,17.0,4.45,10
31,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,1,28.0,7.33,10
31,Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,2nd Place,2,1,28.0,7.33,10
31,Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,Eliminated Week 1,16,2,0.0,0.0,10
31,Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,Eliminated Week 3,14,2,21.0,5.1,10
31,Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,2,28.0,6.8,10
31,Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,Eliminated Week 5,11,2,24.0,5.83,10
31,Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,Eliminated Week 9,6,2,30.0,7.28,10
31,Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,Eliminated Week 9,5,2,29.0,7.04,10
31,Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,3rd Place,3,2,32.0,7.77,10
31,Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,2,26.0,6.31,10
31,Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,Eliminated Week 6,10,2,25.0,6.07,10
31,Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,Eliminated Week 7,9,2,27.0,6.55,10
31,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,Eliminated Week 8,8,2,28.0,6.8,10
31,Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,1st Place,1,2,32.0,7.77,10
31,Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,Eliminated Week 2,15,2,23.0,5.58,10
31,Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,Eliminated Week 8,7,2,27.0,6.55,10
31,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,2,28.0,6.8,10
31,Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,2nd Place,2,2,32.0,7.77,10
31,Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,Eliminated Week 1,16,3,0.0,0.0,10
31,Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,Eliminated Week 3,14,3,24.0,5.96,10
31,Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,3,28.0,6.95,10
31,Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,Eliminated Week 5,11,3,29.0,7.2,10
31,Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,Eliminated Week 9,6,3,27.0,6.7,10
31,Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,Eliminated Week 9,5,3,31.0,7.69,10
31,Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,3rd Place,3,3,33.0,8.19,10
31,Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,3,25.0,6.2,10
31,Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,Eliminated Week 6,10,3,26.0,6.45,10
31,Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,Eliminated Week 7,9,3,29.0,7.2,10
31,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,Eliminated Week 8,8,3,32.0,7.94,10
31,Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,1st Place,1,3,33.0,8.19,10
31,Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,Eliminated Week 2,15,3,0.0,0.0,10
31,Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,Eliminated Week 8,7,3,23.0,5.71,10
31,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,3,30.0,7.44,10
31,Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,2nd Place,2,3,33.0,8.19,10
31,Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,Eliminated Week 1,16,4,0.0,0.0,10
31,Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,Eliminated Week 3,14,4,0.0,0.0,10
31,Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,4,32.0,7.8,10
31,Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,Eliminated Week 5,11,4,28.0,6.83,10
31,Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,Eliminated Week 9,6,4,28.0,6.83,10
31,Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,Eliminated Week 9,5,4,29.0,7.07,10
31,Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,3rd Place,3,4,36.0,8.78,10
31,Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,4,25.0,6.1,10
31,Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,Eliminated Week 6,10,4,31.0,7.56,10
31,Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,Eliminated Week 7,9,4,34.0,8.29,10
31,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,Eliminated Week 8,8,4,34.0,8.29,10
31,Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,1st Place,1,4,36.0,8.78,10
31,Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,Eliminated Week 2,15,4,0.0,0.0,10
31,Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,Eliminated Week 8,7,4,29.0,7.07,10
31,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,4,32.0,7.8,10
31,Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,2nd Place,2,4,36.0,8.78,10
31,Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,Eliminated Week 1,16,5,0.0,0.0,10
31,Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,Eliminated Week 3,14,5,0.0,0.0,10
31,Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,5,40.0,8.92,10
31,Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,Eliminated Week 5,11,5,35.0,7.8,10
31,Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,Eliminated Week 9,6,5,36.0,8.03,10
31,Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,Eliminated Week 9,5,5,33.5,7.47,10
31,Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,3rd Place,3,5,41.0,9.14,10
31,Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,5,0.0,0.0,10
31,Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,Eliminated Week 6,10,5,36.0,8.03,10
31,Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,Eliminated Week 7,9,5,35.5,7.92,10
31,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,Eliminated Week 8,8,5,39.0,8.7,10
31,Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,1st Place,1,5,42.0,9.36,10
31,Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,Eliminated Week 2,15,5,0.0,0.0,10
31,Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,Eliminated Week 8,7,5,31.0,6.91,10
31,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,5,38.5,8.58,10
31,Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,2nd Place,2,5,41.0,9.14,10
31,Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,Eliminated Week 1,16,6,0.0,0.0,10
31,Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,Eliminated Week 3,14,6,0.0,0.0,10
31,Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,6,0.0,0.0,10
31,Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,Eliminated Week 5,11,6,0.0,0.0,10
31,Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,Eliminated Week 9,6,6,34.0,9.86,10
31,Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,Eliminated Week 9,5,6,34.0,9.86,10
31,Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,3rd Place,3,6,34.0,9.86,10
31,Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,6,0.0,0.0,10
31,Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,Eliminated Week 6,10,6,32.0,9.28,10
31,Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,Eliminated Week 7,9,6,34.0,9.86,10
31,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,Eliminated Week 8,8,6,36.0,10.43,10
31,Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,1st Place,1,6,40.0,11.59,10
31,Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,Eliminated Week 2,15,6,0.0,0.0,10
31,Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,Eliminated Week 8,7,6,28.0,8.12,10
31,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,6,36.0,10.43,10
31,Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,2nd Place,2,6,37.0,10.72,10
31,Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,Eliminated Week 1,16,7,0.0,0.0,10
31,Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,Eliminated Week 3,14,7,0.0,0.0,10
31,Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,7,0.0,0.0,10
31,Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,Eliminated Week 5,11,7,0.0,0.0,10
31,Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,Eliminated Week 9,6,7,39.0,11.98,10
31,Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,Eliminated Week 9,5,7,36.5,11.21,10
31,Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,3rd Place,3,7,38.0,11.67,10
31,Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,7,0.0,0.0,10
31,Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,Eliminated Week 6,10,7,0.0,0.0,10
31,Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,Eliminated Week 7,9,7,34.5,10.6,10
31,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,Eliminated Week 8,8,7,35.0,10.75,10
31,Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,1st Place,1,7,39.0,11.98,10
31,Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,Eliminated Week 2,15,7,0.0,0.0,10
31,Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,Eliminated Week 8,7,7,31.5,9.68,10
31,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,7,36.5,11.21,10
31,Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,2nd Place,2,7,35.5,10.91,10
31,Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,Eliminated Week 1,16,8,0.0,0.0,10
31,Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,Eliminated Week 3,14,8,0.0,0.0,10
31,Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,8,0.0,0.0,10
31,Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,Eliminated Week 5,11,8,0.0,0.0,10
31,Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,Eliminated Week 9,6,8,39.0,12.42,10
31,Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,Eliminated Week 9,5,8,39.0,12.42,10
31,Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,3rd Place,3,8,45.0,14.33,10
31,Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,8,0.0,0.0,10
31,Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,Eliminated Week 6,10,8,0.0,0.0,10
31,Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,Eliminated Week 7,9,8,0.0,0.0,10
31,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,Eliminated Week 8,8,8,35.0,11.15,10
31,Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,1st Place,1,8,45.0,14.33,10
31,Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,Eliminated Week 2,15,8,0.0,0.0,10
31,Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,Eliminated Week 8,7,8,29.0,9.24,10
31,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,8,42.0,13.38,10
31,Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,2nd Place,2,8,40.0,12.74,10
31,Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,Eliminated Week 1,16,9,0.0,0.0,10
31,Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,Eliminated Week 3,14,9,0.0,0.0,10
31,Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,9,0.0,0.0,10
31,Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,Eliminated Week 5,11,9,0.0,0.0,10
31,Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,Eliminated Week 9,6,9,32.5,14.77,10
31,Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,Eliminated Week 9,5,9,34.5,15.68,10
31,Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,3rd Place,3,9,36.5,16.59,10
31,Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,9,0.0,0.0,10
31,Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,Eliminated Week 6,10,9,0.0,0.0,10
31,Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,Eliminated Week 7,9,9,0.0,0.0,10
31,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,Eliminated Week 8,8,9,0.0,0.0,10
31,Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,1st Place,1,9,40.0,18.18,10
31,Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,Eliminated Week 2,15,9,0.0,0.0,10
31,Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,Eliminated Week 8,7,9,0.0,0.0,10
31,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,9,36.5,16.59,10
31,Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,2nd Place,2,9,40.0,18.18,10
31,Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,Eliminated Week 1,16,10,0.0,0.0,10
31,Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,Eliminated Week 3,14,10,0.0,0.0,10
31,Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,10,0.0,0.0,10
31,Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,Eliminated Week 5,11,10,0.0,0.0,10
31,Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,Eliminated Week 9,6,10,0.0,0.0,10
31,Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,Eliminated Week 9,5,10,0.0,0.0,10
31,Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,3rd Place,3,10,38.0,24.36,10
31,Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,10,0.0,0.0,10
31,Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,Eliminated Week 6,10,10,0.0,0.0,10
31,Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,Eliminated Week 7,9,10,0.0,0.0,10
31,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,Eliminated Week 8,8,10,0.0,0.0,10
31,Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,1st Place,1,10,40.0,25.64,10
31,Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,Eliminated Week 2,15,10,0.0,0.0,10
31,Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,Eliminated Week 8,7,10,0.0,0.0,10
31,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,10,38.0,24.36,10
31,Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,2nd Place,2,10,40.0,25.64,10
31,Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,Eliminated Week 1,16,11,,,10
31,Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,Eliminated Week 3,14,11,,,10
31,Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,11,,,10
31,Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,Eliminated Week 5,11,11,,,10
31,Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,Eliminated Week 9,6,11,,,10
31,Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,Eliminated Week 9,5,11,,,10
31,Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,3rd Place,3,11,,,10
31,Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,11,,,10
31,Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,Eliminated Week 6,10,11,,,10
31,Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,Eliminated Week 7,9,11,,,10
31,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,Eliminated Week 8,8,11,,,10
31,Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,1st Place,1,11,,,10
31,Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,Eliminated Week 2,15,11,,,10
31,Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,Eliminated Week 8,7,11,,,10
31,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,11,,,10
31,Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,2nd Place,2,11,,,10
32,Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,Eliminated Week 2,13,1,15.0,6.49,11
32,Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,Eliminated Week 5,10,1,17.0,7.36,11
32,Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,Eliminated Week 8,7,1,16.0,6.93,11
32,Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,5th Place,5,1,13.0,5.63,11
32,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,1st Place,1,1,18.0,7.79,11
32,Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,Eliminated Week 4,11,1,18.0,7.79,11
32,Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,Eliminated Week 1,14,1,12.0,5.19,11
32,Tyson Beckford,Jenna Johnson,Model,New York,United States,52,Eliminated Week 3,12,1,12.0,5.19,11
32,Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,2nd Place,2,1,21.0,9.09,11
32,Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,Eliminated Week 7,8,1,19.0,8.23,11
32,Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,Eliminated Week 9,6,1,12.0,5.19,11
32,Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,Eliminated Week 6,9,1,15.0,6.49,11
32,Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,4th Place,4,1,22.0,9.52,11
32,Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,3rd Place,3,1,21.0,9.09,11
32,Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,Eliminated Week 2,13,2,16.0,6.72,11
32,Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,Eliminated Week 5,10,2,18.0,7.56,11
32,Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,Eliminated Week 8,7,2,15.0,6.3,11
32,Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,5th Place,5,2,19.0,7.98,11
32,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,1st Place,1,2,24.0,10.08,11
32,Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,Eliminated Week 4,11,2,15.0,6.3,11
32,Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,Eliminated Week 1,14,2,0.0,0.0,11
32,Tyson Beckford,Jenna Johnson,Model,New York,United States,52,Eliminated Week 3,12,2,18.0,7.56,11
32,Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,2nd Place,2,2,24.0,10.08,11
32,Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,Eliminated Week 7,8,2,21.0,8.82,11
32,Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,Eliminated Week 9,6,2,15.0,6.3,11
32,Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,Eliminated Week 6,9,2,12.0,5.04,11
32,Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,4th Place,4,2,21.0,8.82,11
32,Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,3rd Place,3,2,20.0,8.4,11
32,Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,Eliminated Week 2,13,3,0.0,0.0,11
32,Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,Eliminated Week 5,10,3,26.0,8.05,11
32,Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,Eliminated Week 8,7,3,25.0,7.74,11
32,Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,5th Place,5,3,24.0,7.43,11
32,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,1st Place,1,3,32.0,9.91,11
32,Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,Eliminated Week 4,11,3,22.0,6.81,11
32,Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,Eliminated Week 1,14,3,0.0,0.0,11
32,Tyson Beckford,Jenna Johnson,Model,New York,United States,52,Eliminated Week 3,12,3,20.0,6.19,11
32,Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,2nd Place,2,3,34.0,10.53,11
32,Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,Eliminated Week 7,8,3,27.0,8.36,11
32,Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,Eliminated Week 9,6,3,24.0,7.43,11
32,Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,Eliminated Week 6,9,3,23.0,7.12,11
32,Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,4th Place,4,3,32.0,9.91,11
32,Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,3rd Place,3,3,34.0,10.53,11
32,Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,Eliminated Week 2,13,4,0.0,0.0,11
32,Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,Eliminated Week 5,10,4,21.0,8.75,11
32,Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,Eliminated Week 8,7,4,18.0,7.5,11
32,Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,5th Place,5,4,18.0,7.5,11
32,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,1st Place,1,4,27.0,11.25,11
32,Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,Eliminated Week 4,11,4,21.0,8.75,11
32,Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,Eliminated Week 1,14,4,0.0,0.0,11
32,Tyson Beckford,Jenna Johnson,Model,New York,United States,52,Eliminated Week 3,12,4,0.0,0.0,11
32,Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,2nd Place,2,4,24.0,10.0,11
32,Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,Eliminated Week 7,8,4,22.0,9.17,11
32,Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,Eliminated Week 9,6,4,21.0,8.75,11
32,Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,Eliminated Week 6,9,4,19.0,7.92,11
32,Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,4th Place,4,4,24.0,10.0,11
32,Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,3rd Place,3,4,25.0,10.42,11
32,Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,Eliminated Week 2,13,5,0.0,0.0,11
32,Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,Eliminated Week 5,10,5,22.0,9.17,11
32,Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,Eliminated Week 8,7,5,24.0,10.0,11
32,Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,5th Place,5,5,21.0,8.75,11
32,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,1st Place,1,5,28.0,11.67,11
32,Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,Eliminated Week 4,11,5,0.0,0.0,11
32,Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,Eliminated Week 1,14,5,0.0,0.0,11
32,Tyson Beckford,Jenna Johnson,Model,New York,United States,52,Eliminated Week 3,12,5,0.0,0.0,11
32,Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,2nd Place,2,5,27.0,11.25,11
32,Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,Eliminated Week 7,8,5,24.0,10.0,11
