season,week,celebrity,total_score,avg_score,placement,results,n_judges,,,,season,week,celebrity,vote_pct
27,9,Alexis Ren,28.5,9.5,4,4th Place,3,,,,27,8,Evanna Lynch,0.18037823111084522
27,1,Joe Amabile,14,4.666666666666667,6,Eliminated Week 8,3,,,,27,8,Milo Manheim,0.17784938899599037
27,2,Joe Amabile,17.5,5.833333333333333,6,Eliminated Week 8,3,,,,27,8,Bobby Bones,0.2172501249230677
27,3,Joe Amabile,18,6,6,Eliminated Week 8,3,,,,27,8,Alexis Ren,0.18067243416914747
27,4,Joe Amabile,15,5,6,Eliminated Week 8,3,,,,27,8,Joe Amabile,0.2037028441123204
27,5,Joe Amabile,17,5.666666666666667,6,Eliminated Week 8,3,,,,27,9,Evanna Lynch,0.18145161290322578
27,6,Joe Amabile,22,7.333333333333333,6,Eliminated Week 8,3,,,,27,9,Milo Manheim,0.2540322580645161
27,7,Joe Amabile,23.5,7.833333333333333,6,Eliminated Week 8,3,,,,27,9,Bobby Bones,0.42338709677419345
27,8,Joe Amabile,23,7.666666666666667,6,Eliminated Week 8,3,,,,27,9,Alexis Ren,0.1411290322580645
28,1,Kate Flannery,15,5,7,Eliminated Week 8,3,,,,28,1,Kate Flannery,0.05272789733121171
28,2,Kate Flannery,21,7,7,Eliminated Week 8,3,,,,28,1,James Van Der Beek,0.07190167817892505
28,3,Kate Flannery,24,8,7,Eliminated Week 8,3,,,,28,1,Kel Mitchell,0.15818369199363513
28,4,Kate Flannery,26,6.5,7,Eliminated Week 8,4,,,,28,1,Ray Lewis,0.034387759129051114
28,5,Kate Flannery,24,8,7,Eliminated Week 8,3,,,,28,1,Lamar Odom,0.03766278380800836
28,6,Kate Flannery,27,9,7,Eliminated Week 8,3,,,,28,1,Sailor Brinkley-Cook,0.041627287366746084
28,7,Kate Flannery,24,8,7,Eliminated Week 8,3,,,,28,1,Sean Spicer,0.06083988153601351
28,8,Kate Flannery,25.9998,8.6666,7,Eliminated Week 8,3,,,,28,1,Mary Wilson,0.03163673839872702
28,1,James Van Der Beek,21,7,5,Eliminated Week 10,3,,,,28,1,Lauren Alaina,0.08787982888535284
28,2,James Van Der Beek,20,6.666666666666667,5,Eliminated Week 10,3,,,,28,1,Ally Brooke,0.11298835142402508
28,3,James Van Der Beek,23,7.666666666666667,5,Eliminated Week 10,3,,,,28,1,Karamo Brown,0.04652461529224562
28,4,James Van Der Beek,28,7,5,Eliminated Week 10,4,,,,28,1,Hannah Brown,0.2636394866560585
28,5,James Van Der Beek,26,8.666666666666666,5,Eliminated Week 10,3,,,,28,2,Kate Flannery,0.0817206911329964
28,6,James Van Der Beek,27,9,5,Eliminated Week 10,3,,,,28,2,James Van Der Beek,0.07852482944199093
28,7,James Van Der Beek,27,9,5,Eliminated Week 10,3,,,,28,2,Kel Mitchell,0.08204217805803203
28,8,James Van Der Beek,31.9998,10.6666,5,Eliminated Week 10,3,,,,28,2,Ray Lewis,0.100732437283667
28,9,James Van Der Beek,36,9,5,Eliminated Week 10,4,,,,28,2,Lamar Odom,0.10458283170098137
28,10,James Van Der Beek,25.5,8.5,5,Eliminated Week 10,3,,,,28,2,Sailor Brinkley-Cook,0.08839144452273649
28,1,Kel Mitchell,16,5.333333333333333,2,2nd Place,3,,,,28,2,Sean Spicer,0.09432739274167515
28,2,Kel Mitchell,20,6.666666666666667,2,2nd Place,3,,,,28,2,Mary Wilson,0.031311247976812465
28,3,Kel Mitchell,20,6.666666666666667,2,2nd Place,3,,,,28,2,Lauren Alaina,0.08881134427671228
28,4,Kel Mitchell,32,8,2,2nd Place,4,,,,28,2,Ally Brooke,0.08556498887074807
28,5,Kel Mitchell,26,8.666666666666666,2,2nd Place,3,,,,28,2,Karamo Brown,0.08014157408675988
28,6,Kel Mitchell,26,8.666666666666666,2,2nd Place,3,,,,28,2,Hannah Brown,0.08384903990688793
28,7,Kel Mitchell,25.5,8.5,2,2nd Place,3,,,,28,3,Kate Flannery,0.056455332277604284
28,8,Kel Mitchell,29.9998,9.999933333333333,2,2nd Place,3,,,,28,3,James Van Der Beek,0.07698454401491493
28,9,Kel Mitchell,37,9.25,2,2nd Place,4,,,,28,3,Kel Mitchell,0.16936599683281287
28,10,Kel Mitchell,28.5,9.5,2,2nd Place,3,,,,28,3,Lamar Odom,0.04032523734114592
28,11,Kel Mitchell,29.5,9.833333333333334,2,2nd Place,3,,,,28,3,Sailor Brinkley-Cook,0.04456999916652969
28,1,Ray Lewis,15,5,11,Withdrew,3,,,,28,3,Sean Spicer,0.06514076801262032
28,2,Ray Lewis,15,5,11,Withdrew,3,,,,28,3,Lauren Alaina,0.0940922204626738
28,1,Lamar Odom,11,3.6666666666666665,10,Eliminated Week 4,3,,,,28,3,Ally Brooke,0.12097571202343774
28,2,Lamar Odom,12,4,10,Eliminated Week 4,3,,,,28,3,Karamo Brown,0.049813528480239073
28,3,Lamar Odom,12,4,10,Eliminated Week 4,3,,,,28,3,Hannah Brown,0.2822766613880214
28,4,Lamar Odom,20,5,10,Eliminated Week 4,4,,,,28,4,Kate Flannery,0.11193301271835282
28,1,Sailor Brinkley-Cook,18,6,9,Eliminated Week 6,3,,,,28,4,James Van Der Beek,0.09776035184166242
28,2,Sailor Brinkley-Cook,18,6,9,Eliminated Week 6,3,,,,28,4,Kel Mitchell,0.10535495875346013
28,3,Sailor Brinkley-Cook,23,7.666666666666667,9,Eliminated Week 6,3,,,,28,4,Lamar Odom,0.04968625232444686
28,4,Sailor Brinkley-Cook,31,7.75,9,Eliminated Week 6,4,,,,28,4,Sailor Brinkley-Cook,0.1052059881442656
28,5,Sailor Brinkley-Cook,24,8,9,Eliminated Week 6,3,,,,28,4,Sean Spicer,0.12214734612794922
28,6,Sailor Brinkley-Cook,27,9,9,Eliminated Week 6,3,,,,28,4,Lauren Alaina,0.10551790186689324
28,1,Sean Spicer,12,4,6,Eliminated Week 9,3,,,,28,4,Ally Brooke,0.10137881158635685
28,2,Sean Spicer,16,5.333333333333333,6,Eliminated Week 9,3,,,,28,4,Karamo Brown,0.10132373507106696
28,3,Sean Spicer,15,5,6,Eliminated Week 9,3,,,,28,4,Hannah Brown,0.09969164156554589
28,4,Sean Spicer,21,5.25,6,Eliminated Week 9,4,,,,28,5,Kate Flannery,0.05882756791602018
28,5,Sean Spicer,19,6.333333333333333,6,Eliminated Week 9,3,,,,28,5,James Van Der Beek,0.08021941079457297
28,6,Sean Spicer,21,7,6,Eliminated Week 9,3,,,,28,5,Kel Mitchell,0.17648270374806055
28,7,Sean Spicer,21,7,6,Eliminated Week 9,3,,,,28,5,Sailor Brinkley-Cook,0.046442816775805404
28,8,Sean Spicer,20,6.666666666666667,6,Eliminated Week 9,3,,,,28,5,Sean Spicer,0.06787796298002328
28,9,Sean Spicer,25,6.25,6,Eliminated Week 9,4,,,,28,5,Lauren Alaina,0.09804594652670029
28,1,Mary Wilson,17,5.666666666666667,12,Eliminated Week 2,3,,,,28,5,Ally Brooke,0.12605907410575753
28,2,Mary Wilson,15,5,12,Eliminated Week 2,3,,,,28,5,Karamo Brown,0.051906677572958984
28,1,Lauren Alaina,19,6.333333333333333,4,4th Place,3,,,,28,5,Hannah Brown,0.29413783958010087
28,2,Lauren Alaina,19,6.333333333333333,4,4th Place,3,,,,28,6,Kate Flannery,0.11842105263157894
28,3,Lauren Alaina,20,6.666666666666667,4,4th Place,3,,,,28,6,James Van Der Beek,0.11842105263157894
28,4,Lauren Alaina,32,8,4,4th Place,4,,,,28,6,Kel Mitchell,0.11403508771929824
28,5,Lauren Alaina,23,7.666666666666667,4,4th Place,3,,,,28,6,Sailor Brinkley-Cook,0.11842105263157894
28,6,Lauren Alaina,26,8.666666666666666,4,4th Place,3,,,,28,6,Sean Spicer,0.09210526315789473
28,7,Lauren Alaina,27,9,4,4th Place,3,,,,28,6,Lauren Alaina,0.11403508771929824
28,8,Lauren Alaina,24,8,4,4th Place,3,,,,28,6,Ally Brooke,0.10964912280701754
28,9,Lauren Alaina,35,8.75,4,4th Place,4,,,,28,6,Karamo Brown,0.10964912280701754
28,10,Lauren Alaina,27,9,4,4th Place,3,,,,28,6,Hannah Brown,0.10526315789473684
28,11,Lauren Alaina,28.5,9.5,4,4th Place,3,,,,28,7,Kate Flannery,0.15277937589991306
28,1,Ally Brooke,16,5.333333333333333,3,3rd Place,3,,,,28,7,James Van Der Beek,0.12360355012515117
28,2,Ally Brooke,20,6.666666666666667,3,3rd Place,3,,,,28,7,Kel Mitchell,0.12924304917104587
28,3,Ally Brooke,24,8,3,3rd Place,3,,,,28,7,Sean Spicer,0.17078395636886334
28,4,Ally Brooke,32,8,3,3rd Place,4,,,,28,7,Lauren Alaina,0.132408374011201
28,5,Ally Brooke,27,9,3,3rd Place,3,,,,28,7,Ally Brooke,0.12291829228932105
28,6,Ally Brooke,25,8.333333333333334,3,3rd Place,3,,,,28,7,Karamo Brown,0.048535733472754
28,7,Ally Brooke,27,9,3,3rd Place,3,,,,28,7,Hannah Brown,0.11972766866175048
28,8,Ally Brooke,30,10,3,3rd Place,3,,,,28,8,Kate Flannery,0.05869812807647578
28,9,Ally Brooke,40,10,3,3rd Place,4,,,,28,8,James Van Der Beek,0.13798426818759446
28,10,Ally Brooke,29.5,9.833333333333334,3,3rd Place,3,,,,28,8,Kel Mitchell,0.15013848219275244
28,11,Ally Brooke,30,10,3,3rd Place,3,,,,28,8,Sean Spicer,0.1949131837196168
28,1,Karamo Brown,17,5.666666666666667,8,Eliminated Week 7,3,,,,28,8,Lauren Alaina,0.1565865708164064
28,2,Karamo Brown,19,6.333333333333333,8,Eliminated Week 7,3,,,,28,8,Ally Brooke,0.1529719750095854
28,3,Karamo Brown,16,5.333333333333333,8,Eliminated Week 7,3,,,,28,8,Hannah Brown,0.14870739199756877
28,4,Karamo Brown,28,7,8,Eliminated Week 7,4,,,,28,9,James Van Der Beek,0.16968850367682775
28,5,Karamo Brown,21,7,8,Eliminated Week 7,3,,,,28,9,Kel Mitchell,0.1735699762107165
28,6,Karamo Brown,25,8.333333333333334,8,Eliminated Week 7,3,,,,28,9,Sean Spicer,0.1028609076631973
28,7,Karamo Brown,24.5,8.166666666666666,8,Eliminated Week 7,3,,,,28,9,Lauren Alaina,0.1948892333151983
28,1,Hannah Brown,20,6.666666666666667,1,1st Place,3,,,,28,9,Ally Brooke,0.17844213027838499
28,2,Hannah Brown,24,8,1,1st Place,3,,,,28,9,Hannah Brown,0.18054924885567514
28,3,Hannah Brown,21,7,1,1st Place,3,,,,28,10,James Van Der Beek,0.15051250871438723
28,4,Hannah Brown,32,8,1,1st Place,4,,,,28,10,Kel Mitchell,0.2025339613461102
28,5,Hannah Brown,25,8.333333333333334,1,1st Place,3,,,,28,10,Lauren Alaina,0.2206071769399473
28,6,Hannah Brown,24,8,1,1st Place,3,,,,28,10,Ally Brooke,0.21183985917000955
28,7,Hannah Brown,26,8.666666666666666,1,1st Place,3,,,,28,10,Hannah Brown,0.2145064938295457
28,8,Hannah Brown,30.9998,10.333266666666667,1,1st Place,3,,,,28,11,Kel Mitchell,0.2540322580645161
28,9,Hannah Brown,35.5,8.875,1,1st Place,4,,,,28,11,Lauren Alaina,0.1411290322580645
28,10,Hannah Brown,27,9,1,1st Place,3,,,,28,11,Ally Brooke,0.1814516129032258
28,11,Hannah Brown,29,9.666666666666666,1,1st Place,3,,,,28,11,Hannah Brown,0.42338709677419356
29,1,Anne Heche,18,6,13,Eliminated Week 4,3,,,,29,1,Anne Heche,0.027071271091955146
29,2,Anne Heche,18,6,13,Eliminated Week 4,3,,,,29,1,Jesse Metcalfe,0.02923697277931156
29,3,Anne Heche,15,5,13,Eliminated Week 4,3,,,,29,1,Chrishell Stause,0.04299554820486994
29,4,Anne Heche,21,7,13,Eliminated Week 4,3,,,,29,1,Skai Jackson,0.06644766540752628
29,1,Jesse Metcalfe,18,6,12,Eliminated Week 5,3,,,,29,1,Justina Machado,0.08121381327586544
29,2,Jesse Metcalfe,20,6.666666666666667,12,Eliminated Week 5,3,,,,29,1,Charles Oakley,0.023578203854283514
29,3,Jesse Metcalfe,20,6.666666666666667,12,Eliminated Week 5,3,,,,29,1,Veron Davis,0.03177931823838213
29,4,Jesse Metcalfe,21,7,12,Eliminated Week 5,3,,,,29,1,Johnny Weir,0.056224947652522235
29,5,Jesse Metcalfe,19,6.333333333333333,12,Eliminated Week 5,3,,,,29,1,Nev Schulman,0.1461848638965578
29,1,Chrishell Stause,13,4.333333333333333,8,Eliminated Week 8,3,,,,29,1,AJ McLean,0.048728287965519264
29,2,Chrishell Stause,18,6,8,Eliminated Week 8,3,,,,29,1,Nelly,0.1044177599261127
29,3,Chrishell Stause,22,7.333333333333333,8,Eliminated Week 8,3,,,,29,1,Kaitlyn Bristowe,0.2436414398275963
29,4,Chrishell Stause,22,7.333333333333333,8,Eliminated Week 8,3,,,,29,1,Carole Baskin,0.025204286878716863
29,5,Chrishell Stause,19,6.333333333333333,8,Eliminated Week 8,3,,,,29,1,Monica Aldama,0.0348059199753709
29,6,Chrishell Stause,24,8,8,Eliminated Week 8,3,,,,29,1,Jeannie Mai,0.03846970102540995
29,7,Chrishell Stause,26,8.666666666666666,8,Eliminated Week 8,3,,,,29,2,Anne Heche,0.0656638407479494
29,8,Chrishell Stause,27,9,8,Eliminated Week 8,3,,,,29,2,Jesse Metcalfe,0.06687517551418926
29,1,Skai Jackson,21,7,5,Eliminated Week 10,3,,,,29,2,Chrishell Stause,0.06992692087135664
29,2,Skai Jackson,15,5,5,Eliminated Week 10,3,,,,29,2,Skai Jackson,0.08350406126308847
29,3,Skai Jackson,18,6,5,Eliminated Week 10,3,,,,29,2,Justina Machado,0.07058456187351886
29,4,Skai Jackson,28,9.333333333333334,5,Eliminated Week 10,3,,,,29,2,Charles Oakley,0.03012171241964976
29,5,Skai Jackson,24,8,5,Eliminated Week 10,3,,,,29,2,Veron Davis,0.06588919018392034
29,6,Skai Jackson,18,6,5,Eliminated Week 10,3,,,,29,2,Johnny Weir,0.06516209663161944
29,7,Skai Jackson,27,9,5,Eliminated Week 10,3,,,,29,2,Nev Schulman,0.06766343332685204
29,8,Skai Jackson,26.9998,8.999933333333333,5,Eliminated Week 10,3,,,,29,2,AJ McLean,0.07094838706337477
29,9,Skai Jackson,28.9998,9.6666,5,Eliminated Week 10,3,,,,29,2,Nelly,0.0651022720303195
29,10,Skai Jackson,28.5,9.5,5,Eliminated Week 10,3,,,,29,2,Kaitlyn Bristowe,0.06678715115120713
29,1,Justina Machado,21,7,4,4th Place,3,,,,29,2,Carole Baskin,0.07363030623350288
29,2,Justina Machado,21,7,4,4th Place,3,,,,29,2,Monica Aldama,0.06970009408697678
29,3,Justina Machado,19,6.333333333333333,4,4th Place,3,,,,29,2,Jeannie Mai,0.06844079660247478
29,4,Justina Machado,24,8,4,4th Place,3,,,,29,3,Anne Heche,0.08171800548085688
29,5,Justina Machado,24,8,4,4th Place,3,,,,29,3,Jesse Metcalfe,0.07464835708807038
29,6,Justina Machado,27,9,4,4th Place,3,,,,29,3,Chrishell Stause,0.07327931281695405
29,7,Justina Machado,26,8.666666666666666,4,4th Place,3,,,,29,3,Skai Jackson,0.07472732527075165
29,8,Justina Machado,28.9998,9.6666,4,4th Place,3,,,,29,3,Justina Machado,0.0764703999443717
29,9,Justina Machado,25.9998,8.6666,4,4th Place,3,,,,29,3,Veron Davis,0.06765319886174088
29,10,Justina Machado,29,9.666666666666666,4,4th Place,3,,,,29,3,Johnny Weir,0.07568889548168611
29,11,Justina Machado,30,10,4,4th Place,3,,,,29,3,Nev Schulman,0.07505678046243676
29,1,Charles Oakley,12,4,15,Eliminated Week 2,3,,,,29,3,AJ McLean,0.07352799798023288
29,2,Charles Oakley,15,5,15,Eliminated Week 2,3,,,,29,3,Nelly,0.07518500652427848
29,1,Veron Davis,17,5.666666666666667,11,Eliminated Week 6,3,,,,29,3,Kaitlyn Bristowe,0.07156376628871922
29,2,Veron Davis,18,6,11,Eliminated Week 6,3,,,,29,3,Carole Baskin,0.031223300227977577
29,3,Veron Davis,22,7.333333333333333,11,Eliminated Week 6,3,,,,29,3,Monica Aldama,0.07541416006885028
29,4,Veron Davis,22,7.333333333333333,11,Eliminated Week 6,3,,,,29,3,Jeannie Mai,0.07384349350307316
29,5,Veron Davis,21,7,11,Eliminated Week 6,3,,,,29,4,Anne Heche,0.030473585549381257
29,6,Veron Davis,21,7,11,Eliminated Week 6,3,,,,29,4,Jesse Metcalfe,0.09425835483306351
29,1,Johnny Weir,18,6,6,Eliminated Week 10,3,,,,29,4,Chrishell Stause,0.08006508584161778
29,2,Johnny Weir,18,6,6,Eliminated Week 10,3,,,,29,4,Skai Jackson,0.07988991718779301
29,3,Johnny Weir,24,8,6,Eliminated Week 10,3,,,,29,4,Justina Machado,0.08398729538674495
29,4,Johnny Weir,24,8,6,Eliminated Week 10,3,,,,29,4,Veron Davis,0.07384587890570415
29,5,Johnny Weir,29,9.666666666666666,6,Eliminated Week 10,3,,,,29,4,Johnny Weir,0.06821075492779219
29,6,Johnny Weir,22,7.333333333333333,6,Eliminated Week 10,3,,,,29,4,Nev Schulman,0.07815913611702961
29,7,Johnny Weir,27,9,6,Eliminated Week 10,3,,,,29,4,AJ McLean,0.08395376801214575
29,8,Johnny Weir,30,10,6,Eliminated Week 10,3,,,,29,4,Nelly,0.08956223711111025
29,9,Johnny Weir,30,10,6,Eliminated Week 10,3,,,,29,4,Kaitlyn Bristowe,0.0782530575281508
29,10,Johnny Weir,28.5,9.5,6,Eliminated Week 10,3,,,,29,4,Monica Aldama,0.07461195780689708
29,1,Nev Schulman,20,6.666666666666667,2,2nd Place,3,,,,29,4,Jeannie Mai,0.08472897079256965
29,2,Nev Schulman,21,7,2,2nd Place,3,,,,29,5,Jesse Metcalfe,0.040265416879022256
29,3,Nev Schulman,24,8,2,2nd Place,3,,,,29,5,Chrishell Stause,0.10548785380159593
29,4,Nev Schulman,24,8,2,2nd Place,3,,,,29,5,Skai Jackson,0.08467561619154086
29,5,Nev Schulman,26,8.666666666666666,2,2nd Place,3,,,,29,5,Justina Machado,0.08413772073203035
29,6,Nev Schulman,26,8.666666666666666,2,2nd Place,3,,,,29,5,Veron Davis,0.0969831245473547
29,7,Nev Schulman,30,10,2,2nd Place,3,,,,29,5,Johnny Weir,0.08419517096777436
29,8,Nev Schulman,30,10,2,2nd Place,3,,,,29,5,Nev Schulman,0.07959819776499512
29,9,Nev Schulman,28.9998,9.6666,2,2nd Place,3,,,,29,5,AJ McLean,0.08189298508541337
29,10,Nev Schulman,30,10,2,2nd Place,3,,,,29,5,Nelly,0.0875649407841719
29,11,Nev Schulman,30,10,2,2nd Place,3,,,,29,5,Kaitlyn Bristowe,0.08233166813873935
29,1,AJ McLean,18,6,7,Eliminated Week 9,3,,,,29,5,Monica Aldama,0.08596030357191493
29,2,AJ McLean,19,6.333333333333333,7,Eliminated Week 9,3,,,,29,5,Jeannie Mai,0.08690700153544684
29,3,AJ McLean,21,7,7,Eliminated Week 9,3,,,,29,6,Chrishell Stause,0.09413056442370119
29,4,AJ McLean,24,8,7,Eliminated Week 9,3,,,,29,6,Skai Jackson,0.10982043450983635
29,5,AJ McLean,24,8,7,Eliminated Week 9,3,,,,29,6,Justina Machado,0.0971104296895373
29,6,AJ McLean,27,9,7,Eliminated Week 9,3,,,,29,6,Veron Davis,0.03866626341784885
29,7,AJ McLean,26,8.666666666666666,7,Eliminated Week 9,3,,,,29,6,Johnny Weir,0.1046226496076295
29,8,AJ McLean,27,9,7,Eliminated Week 9,3,,,,29,6,Nev Schulman,0.09491566240218889
29,9,AJ McLean,24.9998,8.333266666666667,7,Eliminated Week 9,3,,,,29,6,AJ McLean,0.08834079141435411
29,1,Nelly,16,5.333333333333333,3,3rd Place,3,,,,29,6,Nelly,0.0965078033009644
29,2,Nelly,18,6,3,3rd Place,3,,,,29,6,Kaitlyn Bristowe,0.08798489591056792
29,3,Nelly,18,6,3,3rd Place,3,,,,29,6,Monica Aldama,0.09110511604296638
29,4,Nelly,21,7,3,3rd Place,3,,,,29,6,Jeannie Mai,0.09679538928040514
29,5,Nelly,24,8,3,3rd Place,3,,,,29,7,Chrishell Stause,0.10726699184075895
29,6,Nelly,24,8,3,3rd Place,3,,,,29,7,Skai Jackson,0.09699357164626585
29,7,Nelly,27,9,3,3rd Place,3,,,,29,7,Justina Machado,0.09908859671490924
29,8,Nelly,24,8,3,3rd Place,3,,,,29,7,Johnny Weir,0.09724381655144967
29,9,Nelly,24,8,3,3rd Place,3,,,,29,7,Nev Schulman,0.10352028565602564
29,10,Nelly,28,9.333333333333334,3,3rd Place,3,,,,29,7,AJ McLean,0.10647783235473475
29,11,Nelly,28.5,9.5,3,3rd Place,3,,,,29,7,Nelly,0.10401326718857835
29,1,Kaitlyn Bristowe,20,6.666666666666667,1,1st Place,3,,,,29,7,Kaitlyn Bristowe,0.11997467386289039
29,2,Kaitlyn Bristowe,22,7.333333333333333,1,1st Place,3,,,,29,7,Monica Aldama,0.05233910645693515
29,3,Kaitlyn Bristowe,23,7.666666666666667,1,1st Place,3,,,,29,7,Jeannie Mai,0.11308185772745197
29,4,Kaitlyn Bristowe,25,8.333333333333334,1,1st Place,3,,,,29,8,Chrishell Stause,0.0446277759968406
29,5,Kaitlyn Bristowe,27,9,1,1st Place,3,,,,29,8,Skai Jackson,0.16394669351084196
29,6,Kaitlyn Bristowe,27,9,1,1st Place,3,,,,29,8,Justina Machado,0.12161501560697306
29,7,Kaitlyn Bristowe,24,8,1,1st Place,3,,,,29,8,Johnny Weir,0.1174158071460974
29,8,Kaitlyn Bristowe,28,9.333333333333334,1,1st Place,3,,,,29,8,Nev Schulman,0.11282995989512153
29,9,Kaitlyn Bristowe,30,10,1,1st Place,3,,,,29,8,AJ McLean,0.14262910323021474
29,10,Kaitlyn Bristowe,30,10,1,1st Place,3,,,,29,8,Nelly,0.17231555909137353
29,11,Kaitlyn Bristowe,30,10,1,1st Place,3,,,,29,8,Kaitlyn Bristowe,0.12462008552253727
29,1,Carole Baskin,11,3.6666666666666665,14,Eliminated Week 3,3,,,,29,9,Skai Jackson,0.1462239211527016
29,2,Carole Baskin,16,5.333333333333333,14,Eliminated Week 3,3,,,,29,9,Justina Machado,0.16251536431394886
29,3,Carole Baskin,12,4,14,Eliminated Week 3,3,,,,29,9,Johnny Weir,0.14133816152987863
29,1,Monica Aldama,19,6.333333333333333,10,Eliminated Week 7,3,,,,29,9,Nev Schulman,0.1430149633345311
29,2,Monica Aldama,16,5.333333333333333,10,Eliminated Week 7,3,,,,29,9,AJ McLean,0.07306693452315097
29,3,Monica Aldama,21,7,10,Eliminated Week 7,3,,,,29,9,Nelly,0.18857527305385777
29,4,Monica Aldama,24,8,10,Eliminated Week 7,3,,,,29,9,Kaitlyn Bristowe,0.14526538209193107
29,5,Monica Aldama,26,8.666666666666666,10,Eliminated Week 7,3,,,,29,10,Skai Jackson,0.07312388314261747
29,6,Monica Aldama,27,9,10,Eliminated Week 7,3,,,,29,10,Justina Machado,0.16774071522673098
29,7,Monica Aldama,22,7.333333333333333,10,Eliminated Week 7,3,,,,29,10,Johnny Weir,0.19771346825899241
29,1,Jeannie Mai,18,6,9,Withdrew,3,,,,29,10,Nev Schulman,0.1660416336019175
29,2,Jeannie Mai,18,6,9,Withdrew,3,,,,29,10,Nelly,0.23596313129646154
29,3,Jeannie Mai,22,7.333333333333333,9,Withdrew,3,,,,29,10,Kaitlyn Bristowe,0.1594171684732801
29,4,Jeannie Mai,21,7,9,Withdrew,3,,,,29,11,Justina Machado,0.1411290322580645
29,5,Jeannie Mai,24,8,9,Withdrew,3,,,,29,11,Nev Schulman,0.2540322580645161
29,6,Jeannie Mai,25,8.333333333333334,9,Withdrew,3,,,,29,11,Nelly,0.1814516129032258
29,7,Jeannie Mai,25,8.333333333333334,9,Withdrew,3,,,,29,11,Kaitlyn Bristowe,0.42338709677419356
30,1,Martin Kove,13,3.25,15,Eliminated Week 2,4,,,,30,1,Martin Kove,0.02357820385428351
30,2,Martin Kove,15,3.75,15,Eliminated Week 2,4,,,,30,1,Brian Austin Green,0.027071271091955142
30,1,Brian Austin Green,24,6,13,Eliminated Week 4,4,,,,30,1,Melora Hardin,0.05622494765252222
30,2,Brian Austin Green,23,5.75,13,Eliminated Week 4,4,,,,30,1,Matt James,0.029236972779311556
30,3,Brian Austin Green,19,6.333333333333333,13,Eliminated Week 4,3,,,,30,1,Mike "The Miz" Mizanin,0.03846970102540994
30,4,Brian Austin Green,26,6.5,13,Eliminated Week 4,4,,,,30,1,Suni Lee,0.06644766540752627
30,1,Melora Hardin,26,6.5,6,Eliminated Week 9,4,,,,30,1,Iman Shumpert,0.24364143982759628
30,2,Melora Hardin,27,6.75,6,Eliminated Week 9,4,,,,30,1,Cody Rigsby,0.10441775992611269
30,3,Melora Hardin,23,7.666666666666667,6,Eliminated Week 9,3,,,,30,1,Melanie C,0.03177931823838212
30,4,Melora Hardin,36.5,9.125,6,Eliminated Week 9,4,,,,30,1,Jimmie Allen,0.04872828796551926
30,5,Melora Hardin,36,9,6,Eliminated Week 9,4,,,,30,1,Olivia Jade,0.042995548204869935
30,6,Melora Hardin,34,8.5,6,Eliminated Week 9,4,,,,30,1,JoJo Siwa,0.14618486389655777
30,7,Melora Hardin,38,9.5,6,Eliminated Week 9,4,,,,30,1,Christine Chiu,0.025204286878716856
30,8,Melora Hardin,42,10.5,6,Eliminated Week 9,4,,,,30,1,Kenya Moore,0.03480591997537089
30,9,Melora Hardin,36,9,6,Eliminated Week 9,4,,,,30,1,Amanda Kloots,0.08121381327586542
30,1,Matt James,24,6,12,Eliminated Week 4,4,,,,30,2,Martin Kove,0.029410607185763354
30,2,Matt James,22,5.5,12,Eliminated Week 4,4,,,,30,2,Brian Austin Green,0.07476821375145774
30,3,Matt James,20,6.666666666666667,12,Eliminated Week 4,3,,,,30,2,Melora Hardin,0.06396601136328973
30,4,Matt James,28.5,7.125,12,Eliminated Week 4,4,,,,30,2,Matt James,0.07797862884261009
30,1,Mike "The Miz" Mizanin,24,6,9,Eliminated Week 7,4,,,,30,2,Mike "The Miz" Mizanin,0.06690445713969055
30,2,Mike "The Miz" Mizanin,26,6.5,9,Eliminated Week 7,4,,,,30,2,Suni Lee,0.06726912239062534
30,3,Mike "The Miz" Mizanin,22,7.333333333333333,9,Eliminated Week 7,3,,,,30,2,Iman Shumpert,0.06997920132263113
30,4,Mike "The Miz" Mizanin,32.5,8.125,9,Eliminated Week 7,4,,,,30,2,Cody Rigsby,0.0665857672616081
30,5,Mike "The Miz" Mizanin,32,8,9,Eliminated Week 7,4,,,,30,2,Melanie C,0.07248714893802105
30,6,Mike "The Miz" Mizanin,34,8.5,9,Eliminated Week 7,4,,,,30,2,Jimmie Allen,0.06848935092341468
30,7,Mike "The Miz" Mizanin,32,8,9,Eliminated Week 7,4,,,,30,2,Olivia Jade,0.06579745269968797
30,1,Suni Lee,28,7,5,Eliminated Week 9,4,,,,30,2,JoJo Siwa,0.06791717566893345
30,2,Suni Lee,28,7,5,Eliminated Week 9,4,,,,30,2,Christine Chiu,0.07441166005633858
30,3,Suni Lee,21,7,5,Eliminated Week 9,3,,,,30,2,Kenya Moore,0.06769728852574582
30,4,Suni Lee,34,8.5,5,Eliminated Week 9,4,,,,30,2,Amanda Kloots,0.06633791393018242
30,5,Suni Lee,36,9,5,Eliminated Week 9,4,,,,30,3,Brian Austin Green,0.09897718589942317
30,6,Suni Lee,36,9,5,Eliminated Week 9,4,,,,30,3,Melora Hardin,0.044936427582034255
30,7,Suni Lee,34,8.5,5,Eliminated Week 9,4,,,,30,3,Matt James,0.078633664164945
30,8,Suni Lee,42,10.5,5,Eliminated Week 9,4,,,,30,3,Mike "The Miz" Mizanin,0.07116621985156917
